CaseID,AnomalousActivity,AnomalousCompleteTimestamp,AnomalousDuration,AnomalousCumDuration,ActivityLabel,TimeLabel
7,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
7,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
7,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
7,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
7,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
8,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
8,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
8,Activity C,1970-01-01 11:56:26.168018,6986.168017767142,10586.168018,0,1
8,Activity D,1970-01-01 12:44:56.687758,6296.687757506251,13496.687758,0,1
8,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
8,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
8,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
8,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
8,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
8,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
8,Activity F,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
8,Activity J,1970-01-01 15:46:51.004039,2811.0040385832144,24411.004039,0,1
8,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
8,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
9,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
9,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
9,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
9,Activity D,1970-01-01 12:30:52.153202,5452.153202079168,12652.153202,0,1
9,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
9,Activity M,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
9,Activity F,1970-01-01 14:00:00.000000,0.0,18000.0,1,0
9,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,1,0
9,Activity N,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
9,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
9,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
9,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
9,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
9,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
10,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
10,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
10,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
10,Activity E,1970-01-01 12:00:00.000000,3600.0,10800.0,1,0
10,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
10,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
10,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
10,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
10,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
10,Activity I,1970-01-01 15:53:15.227378,3195.2273782193283,24795.227378,0,1
10,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
10,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
10,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
10,Activity C,1970-01-01 17:00:00.000000,3600.0,28800.0,1,0
11,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
11,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
11,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
11,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
11,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
11,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
11,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
11,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
11,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
11,Activity D,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
11,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
11,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
11,Activity F,1970-01-01 16:00:00.000000,3600.0,25200.0,1,0
11,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
12,Activity M,1970-01-01 09:00:00.000000,0.0,0.0,1,0
12,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
12,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
12,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
12,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
12,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
12,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
12,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
12,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
12,Activity N,1970-01-01 16:22:29.397057,4949.397056970024,26549.397057,0,1
12,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
12,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
12,Activity H,1970-01-01 16:00:13.317948,3613.3179481919733,25213.317948,0,1
12,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
13,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
13,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
13,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
13,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
13,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
13,Activity G,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
13,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
13,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
13,Activity J,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
13,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
13,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
13,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
13,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
13,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
14,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
14,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
14,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
14,Activity A,1970-01-01 12:00:00.000000,3600.0,10800.0,1,0
14,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
14,Activity G,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
14,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
14,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
14,Activity J,1970-01-01 14:43:01.787861,2581.7878609409076,20581.787861,0,1
14,Activity I,1970-01-01 15:45:23.799718,2723.799717932635,24323.799718,0,1
14,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
14,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
14,Activity F,1970-01-01 16:00:00.000000,3600.0,25200.0,1,0
14,Activity J,1970-01-01 17:00:00.000000,3600.0,28800.0,1,0
15,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
15,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
15,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
15,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
15,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
15,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
15,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
15,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
15,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
15,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
15,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
15,Activity N,1970-01-01 16:16:12.778181,4572.778181480533,26172.778181,0,1
15,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
15,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
16,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
16,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
16,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
16,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
16,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
16,Activity M,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
16,Activity B,1970-01-01 14:56:07.810044,3367.8100441599936,21367.810044,1,1
16,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
16,Activity N,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
16,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
16,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
16,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
16,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
16,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
17,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
17,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
17,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
17,Activity J,1970-01-01 12:00:00.000000,3600.0,10800.0,1,0
17,Activity D,1970-01-01 13:00:00.000000,3600.0,14400.0,1,0
17,Activity L,1970-01-01 14:00:00.000000,3600.0,18000.0,1,0
17,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
17,Activity B,1970-01-01 14:00:00.000000,0.0,18000.0,1,0
17,Activity J,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
17,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
17,Activity J,1970-01-01 16:33:22.466078,5602.466078338381,27202.466078,1,1
17,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
17,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
17,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
18,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
18,Activity I,1970-01-01 10:00:00.000000,3600.0,3600.0,1,0
18,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
18,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
18,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
18,Activity G,1970-01-01 14:11:46.035325,4306.035324586231,18706.035325,0,1
18,Activity M,1970-01-01 15:35:51.632926,5751.632926229674,23751.632926,0,1
18,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,1,0
18,Activity J,1970-01-01 14:33:57.259085,2037.259085044447,20037.259085,0,1
18,Activity E,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
18,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
18,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
18,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
18,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
19,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
19,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
19,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
19,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
19,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
19,Activity M,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
19,Activity L,1970-01-01 14:00:00.000000,0.0,18000.0,1,0
19,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
19,Activity E,1970-01-01 15:00:00.000000,3600.0,21600.0,1,0
19,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
19,Activity J,1970-01-01 15:54:50.401688,3290.4016879393985,24890.401688,0,1
19,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
19,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
19,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
20,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
20,Activity K,1970-01-01 10:00:00.000000,3600.0,3600.0,1,0
20,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
20,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
20,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
20,Activity G,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
20,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
20,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
20,Activity J,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
20,Activity F,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
20,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
20,Activity A,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
20,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
20,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
21,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
21,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
21,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
21,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
21,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
21,Activity M,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
21,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
21,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
21,Activity N,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
21,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
21,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
21,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
21,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
21,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
22,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
22,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
22,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
22,Activity D,1970-01-01 12:00:47.904476,3647.904476284464,10847.904476,0,1
22,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
22,Activity K,1970-01-01 13:57:28.230731,3448.230731168965,17848.230731,0,1
22,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
22,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
22,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
22,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
22,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
22,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
22,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
22,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
23,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
23,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
23,Activity H,1970-01-01 11:00:00.000000,3600.0,7200.0,1,0
23,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
23,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
23,Activity G,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
23,Activity M,1970-01-01 15:35:10.878042,5710.878042246325,23710.878042,0,1
23,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
23,Activity J,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
23,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
23,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
23,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
23,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
23,Activity J,1970-01-01 17:26:29.958906,5189.958906399275,30389.958906,1,1
24,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
24,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
24,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
24,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
24,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
24,Activity G,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
24,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
24,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
24,Activity J,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
24,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
24,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
24,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
24,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
24,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
25,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
25,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
25,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
25,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
25,Activity E,1970-01-01 13:00:00.000000,3600.0,14400.0,0,0
25,Activity M,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
25,Activity G,1970-01-01 14:48:06.490023,2886.4900234780716,20886.490023,0,1
25,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
25,Activity N,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
25,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
25,Activity I,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
25,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
25,Activity H,1970-01-01 16:00:00.000000,3600.0,25200.0,0,0
25,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
26,Activity A,1970-01-01 09:00:00.000000,0.0,0.0,0,0
26,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
26,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
26,Activity A,1970-01-01 12:00:00.000000,3600.0,10800.0,1,0
26,Activity E,1970-01-01 13:46:38.131613,6398.131613017349,17198.131613,0,1
26,Activity K,1970-01-01 14:00:00.000000,3600.0,18000.0,0,0
26,Activity G,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
26,Activity M,1970-01-01 15:07:44.619458,4064.6194581432746,22064.619458,0,1
26,Activity L,1970-01-01 15:00:00.000000,3600.0,21600.0,0,0
26,Activity J,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
26,Activity N,1970-01-01 15:00:00.000000,0.0,21600.0,1,0
26,Activity N,1970-01-01 16:20:01.486293,4801.486293489384,26401.486293,0,1
26,Activity I,1970-01-01 16:17:13.330305,4633.330304762548,26233.330305,1,1
26,Activity F,1970-01-01 17:00:00.000000,3600.0,28800.0,0,0
27,Activity I,1970-01-01 09:00:00.000000,0.0,0.0,1,0
27,Activity B,1970-01-01 10:00:00.000000,3600.0,3600.0,0,0
27,Activity C,1970-01-01 11:00:00.000000,3600.0,7200.0,0,0
27,Activity D,1970-01-01 12:00:00.000000,3600.0,10800.0,0,0
27,Activity D,1970-01-01 13:00:00.000000,3600.0,14400.0,1,0
27,Activity L,1970-01-01 14:00:00.000000,3600.0,18000.0,1,0
27,Activity K,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
27,Activity M,1970-01-01 14:00:00.000000,0.0,18000.0,0,0
27,Activity F,1970-01-01 15:00:00.000000,3600.0,21600.0,1,0
27,Activity J,1970-01-01 15:45:56.473024,2756.473024248488,24356.473024,0,1
27,Activity L,1970-01-01 15:00:00.000000,0.0,21600.0,0,0
